"nombre","año_nacimiento","que_hace","conocido_por","premios","ID_IMDB"
"Thomas Schubert","1993","['Reparto', 'Reparto']","['Atmen', 'Wintermärchen', 'El cielo rojo']","['European Film Awards 2023 Nominado European Film Award European Actor El cielo rojo', 'German Television Awards 2023 Ganador German Television Award Best Comedy Series (Beste Comedy Serie) Mal negocio Compartido con: Matthias Murmann · Philipp Kässbohrer · Jan Bonny · Facundo Scalerandi · Isabell Suba · Jan Eichberg · · · 2023 Nominado German Television Award Best Actor (Bester Schauspieler) Mal negocio', 'Max Ophüls Festival 2021 Nominado Best Young Actor Best Actor Windstill', 'Romy Gala, Austria 2023 Nominado Romy Favorite Actor in a Series (Beliebtester Männlicher Serienstar) Mal negocio', 'German Film Critics Association Awards 2024 Nominado German Film Critics Award Best Actor (Bester Darsteller) El cielo rojo 2020 Nominado German Film Critics Award Best Actor (Bester Darsteller) Wintermärchen Compartido con: Jean-Luc Bubert 2020 Ganador Special Award Wintermärchen Compartido con: Jean-Luc Bubert · Ricarda Seifried']","tt2650978"
"Carmen Gratl","1969","['Reparto', 'Reparto']","['El valle oscuro', 'Team Alpin', 'Krieg']","NULL","tt2650978"
"Clemens Schick","1972","['Reparto', 'Reparto']","['Perrohombre', 'Andor', 'Playa del futuro']","['German Film Awards 2023 Nominado Film Award in Gold Best Performance by an Actor in a Supporting Role (Beste darstellerische Leistung - Männliche Nebenrolle) Servus Papa - See You in Hell', 'TLA Gaybies 2016 Nominado TLA Gaybie Best Supporting Actor in a Gay Role Playa del futuro', 'Los Angeles Film Awards 2022 Ganador Honorable Mention Narrative Short Geography of the Heart Compartido con: Alexandra Billington · Lesley Matali · Heike Makatsch · Jana Pallaske · Hans-Michael Rehberg · · ·', 'European Cinematography Awards 2022 Ganador Jury Prize Best Actor Geography of the Heart', 'Prague International Indie Film Festival 2022 Ganador Film Festival Award Best Foreign Short Geography of the Heart Compartido con: Alexandra Billington · Lesley Matali · Heike Makatsch · Jana Pallaske · Beat Marti · Barbara Focke · ·']","tt2650978"
"Helmuth Häusler","1970","['Reparto', 'Reparto']","['El valle oscuro', 'Pregau (Miniserie de TV', 'Spuren des Bösen']","NULL","tt2650978"
"Martin Leutgeb","1966","['Reparto', 'Reparto']","['Rescate en los Alpes', 'Die Steintaler']","NULL","tt2650978"
"Johannes Nikolussi","1956","['Reparto', 'Reparto']","['En el lugar del crimen', 'El valle oscuro', 'Anatomía']","NULL","tt2650978"
"Phyllis Logan","1956","['Reparto', 'Banda sonora', 'Reparto']","['Secretos y mentiras', 'Downton Abbey', 'Otro tiempo, otro lugar']","['BAFTA Awards 1984 Nominado BAFTA Film Award Best Actress Otro tiempo, otro lugar 1984 Ganador BAFTA Film Award Most Outstanding Newcomer to Film Otro tiempo, otro lugar', 'BAFTA Awards, Scotland 2022 Ganador BAFTA Scotland Award Best Actress - Television Guilt', 'David di Donatello Awards 1986 Nominado David Best Foreign Actress (Migliore Attrice Straniera) Otro tiempo, otro lugar', 'Evening Standard British Film Awards 1984 Ganador Evening Standard British Film Award Best Actress Otro tiempo, otro lugar', 'Screen Actors Guild Awards 2017 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Downton Abbey Compartido con: Samantha Bond · Hugh Bonneville · Patrick Brennan · Laura Carmichael · Jim Carter · Raquel Cassidy · · · · · · · · · · · · · · · · · · · · 2016 Ganador Actor Outstanding Performance by an Ensemble in a Drama Series Downton Abbey Compartido con: Hugh Bonneville · Laura Carmichael · Jim Carter · Raquel Cassidy · Brendan Coyle · Tom Cullen · · · · · · · · · · · · · 2015 Ganador Actor Outstanding Performance by an Ensemble in a Drama Series Downton Abbey Compartido con: Hugh Bonneville · Laura Carmichael · Jim Carter · Brendan Coyle · Michelle Dockery · Kevin Doyle · · · · · · · · · · · · · 2014 Nominado Actor Outstanding Performance by an Ensemble in a Drama Series Downton Abbey Compartido con: Hugh Bonneville · Laura Carmichael · Jim Carter · Brendan Coyle · Michelle Dockery · Kevin Doyle · · · · · · · · · · · · · · · · 2013 Ganador Actor Outstanding Performance by an Ensemble in a Drama Series Downton Abbey Compartido con: Brendan Coyle · Lesley Nicol · Jim Carter · Robert James-Collier · Siobhan Finneran · Amy Nuttall · · · · · · · · · · · · · · ·']","tt11656132"
"Kevin McNally","1956","['Reparto', 'Guion', 'Dirección']","['Piratas del Caribe: La maldición de la Perla Negra', 'Piratas del Caribe: En mareas misteriosas', 'Piratas del Caribe: El cofre del hombre muerto']","['Marbella Film Festival 2022 Ganador Festival Prize Best Actor Musketeer', 'LA Shorts International Film Festival 2022 Ganador Best Actor Best Actor Musketeer', 'Overcome Film Festival 2023 Ganador Jury Prize Best Voice Actor Bloody Fury', 'New York International Women Festival 2021 Ganador Festival Award Best Ensemble Acting in a Film You Really Got Me Compartido con: Phyllis Logan · Hayley Osborne · Jack Baxter', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt11656132"
"Hayley Osborne","NULL","['Reparto', 'Dirección', 'Guion']","['You Really Got Me', 'Fading', 'The Birthday Dinner Trilogy: Host']","['Venice Shorts 2020 Nominado Venice Short Film Award Best International First Time Filmmaker You Really Got Me', 'Reale Film Festival 2021 Ganador August - Honourable Mention Fading', 'Screen Power Film Festival 2020 Ganador August Award Best Drama Short Film You Really Got Me', 'New York International Women Festival 2021 Ganador Festival Award Best Ensemble Acting in a Film You Really Got Me Compartido con: Phyllis Logan · Kevin McNally · Jack Baxter 2021 Ganador Festival Award Best Short Fading', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt11656132"
"Chukwudi Iwuji","1975","['Reparto', 'Guion', 'Reparto']","['Sucesor designado', 'Así nos ven', 'John Wick: Pacto de sangre']","['Mindfield Film Festival Los Angeles 2019 Ganador Diamond Award Best Actor Extent', 'Olympus Film Festival 2019 Ganador March - Athena Best Actor Extent', 'Critics Choice Super Awards 2024 Nominado CCA Super Award Best Villain in a Movie Guardianes de la Galaxia Vol. 3', 'Pena de Prata 2021 Nominado Pena de Prata Best Ensemble in a Limited Series or Anthology Series or TV Special El ferrocarril subterráneo Compartido con: Thuso Mbedu · Sheila Atim · Aaron Pierre · William Jackson Harper · Chase Dillon · Joel Edgerton · · · · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt6791350"
"Bradley Cooper","1975","['Reparto', 'Producción', 'Dirección']","['Ha nacido una estrella', 'El lado bueno de las cosas', 'El francotirador']","['Academy Awards, USA 2024 Nominado Oscar Best Motion Picture of the Year Maestro Compartido con: Steven Spielberg · Fred Berner · Amy Durning · Kristie Macosko Krieger 2024 Nominado Oscar Best Performance by an Actor in a Leading Role Maestro 2024 Nominado Oscar Best Original Screenplay Maestro Compartido con: Josh Singer 2022 Nominado Oscar Best Motion Picture of the Year El callejón de las almas perdidas Compartido con: Guillermo del Toro · J. Miles Dale 2020 Nominado Oscar Best Motion Picture of the Year Joker Compartido con: Todd Phillips · Emma Tillinger Koskoff 7 más', 'Bodil Awards 2019 Nominado Bodil Best American Film (Bedste amerikanske film) Ha nacido una estrella', 'BAFTA Awards 2024 Nominado BAFTA Film Award Best Director Maestro 2024 Nominado BAFTA Film Award Best Screenplay (Original) Maestro Compartido con: Josh Singer 2024 Nominado BAFTA Film Award Best Leading Actor Maestro 2020 Nominado BAFTA Film Award Best Film Joker Compartido con: Todd Phillips · Emma Tillinger Koskoff 2019 Nominado BAFTA Film Award Best Film Ha nacido una estrella Compartido con: Bill Gerber · Lynette Howell Taylor 6 más', 'Critics Choice Awards 2024 Nominado Critics Choice Award Best Director Maestro 2024 Nominado Critics Choice Award Best Original Screenplay Maestro Compartido con: Josh Singer 2024 Nominado Critics Choice Award Best Actor Maestro 2019 Nominado Critics Choice Award Best Actor Ha nacido una estrella 2019 Nominado Critics Choice Award Best Director Ha nacido una estrella 5 más', 'Camerimage 2023 Nominado Golden Frog Main Competition Maestro Compartido con: Matthew Libatique']","tt6791350"
"Pom Klementieff","1986","['Reparto', 'Guion', 'Reparto']","['Guardianes de la Galaxia Vol']","NULL","tt6791350"
"Dave Bautista","1969","['Reparto', 'Producción', 'Equipos adicionales']","['Guardianes de la Galaxia', 'Blade Runner 2049', 'Guardianes de la Galaxia Vol']","['Phoenix Film Critics Society Awards 2014 Nominado PFCS Award Best Ensemble Acting Guardianes de la Galaxia Compartido con: Chris Pratt · Zoe Saldana · Vin Diesel · Bradley Cooper · Lee Pace · Michael Rooker · Karen Gillan · · · · · · · ·', 'Central Ohio Film Critics Association 2015 Nominado COFCA Award Best Ensemble Guardianes de la Galaxia Compartido con: Chris Pratt · Zoe Saldana · Vin Diesel · Bradley Cooper · Lee Pace · Michael Rooker · Karen Gillan · · · · · · · ·', 'Action on Film International Film Festival, USA 2011 Ganador Action on Film Award Hitflics.com Performer of the Year House of the Rising Sun', 'Detroit Film Critics Society Awards 2014 Ganador DFCS Award Best Ensemble Guardianes de la Galaxia Compartido con: Chris Pratt · Zoe Saldana · Vin Diesel · Bradley Cooper · Lee Pace · Michael Rooker · Karen Gillan · · · · · · · ·', 'CinEuphoria Awards 2023 Nominado CinEuphoria Best Supporting Actor - International Competition Puñales por la espalda: El misterio de Glass Onion']","tt6791350"
"Karen Gillan","1987","['Reparto', 'Dirección', 'Guion']","['Selfie', 'Guardianes de la Galaxia', 'Buscando un Final Feliz']","['Academy of Science Fiction, Fantasy & Horror Films, USA 2019 Nominado Saturn Award Best Supporting Actress Vengadores: Endgame', 'BAFTA Awards, Scotland 2018 Nominado BAFTA Scotland Award Best Feature Film La fiesta acaba de empezar Compartido con: R. Andru Davies · Claire Mundell · Mali Elfman', 'British Independent Film Awards 2018 Nominado British Independent Film Award Best Debut Screenwriter La fiesta acaba de empezar', 'Edinburgh International Film Festival 2015 Nominado Best Short Film Coward', 'MTV Movie + TV Awards 2018 Nominado MTV Movie + TV Award Best On-Screen Team Jumanji: Bienvenidos a la jungla Compartido con: Dwayne Johnson · Kevin Hart · Jack Black · Nick Jonas']","tt6791350"
"Vin Diesel","1967","['Producción', 'Reparto', 'Dirección']","['Guardianes de la Galaxia', 'The Fast and the Furious (A todo gas', 'xXx']","['Acapulco Black Film Festival 2014 Nominado Hollywood Award Best Ensemble Cast Fast & Furious 6 Compartido con: Jordana Brewster · Tyrese Gibson · Ludacris · Dwayne Johnson · Paul Walker · Luke Evans · Michelle Rodriguez · ·', 'Blockbuster Entertainment Awards 2001 Nominado Blockbuster Entertainment Award Favorite Actor - Horror (Internet Only) Pitch Black', 'Image Awards (NAACP) 2012 Nominado Image Award Outstanding Actor in a Motion Picture Fast & Furious 5', ""Kids' Choice Awards, USA 2022 Nominado Blimp Award Favorite Movie Actor Fast & Furious 9"", 'MTV Movie + TV Awards 2016 Nominado MTV Movie Award Best Action Performance Fast & Furious 7 2015 Nominado MTV Movie Award Best Duo Guardianes de la Galaxia Compartido con: Bradley Cooper 2014 Ganador MTV Movie Award Best On-Screen Duo Fast & Furious 6 Compartido con: Paul Walker 2009 Nominado MTV Movie Award Best Male Performance Fast & Furious: Aún más rápido 2003 Nominado MTV Movie Award Best Male Performance xXx 2 más']","tt6791350"
"Austin Freeman","NULL","['Reparto', 'Cámara y electricidad', 'Vestuario']","['Guardianes de la Galaxia Vol']","NULL","tt6791350"
"Stephen Blackehart","NULL","['Reparto', 'Producción', 'Casting']","['Guardianes de la Galaxia Vol']","NULL","tt6791350"
"Terence Rosemore","1964","['Reparto', 'Música', 'Producción']","['Mansión encantada (Haunted Mansion', 'Atlanta', 'Guardianes de la Galaxia Vol']","NULL","tt6791350"
"Ona Pirrone","NULL","['Reparto', 'Reparto']","['Into the Woods', 'Address Unknown?']","NULL","tt13004540"
"Gianna Turner","NULL","['Reparto', 'Reparto']","['It Comes from the Darkness', 'Into the Woods', 'The Redemption of Ricky Grey']","NULL","tt13004540"
"Francisco Bautisa","NULL","['Reparto', 'Reparto']","['Into the Woods']","NULL","tt13004540"
"Caridad Cole","NULL","['Reparto', 'Guion', 'Dirección']","['Commuters', 'Anamorphosis y Head Spaces']","NULL","tt13004540"
"Joseph Darby","NULL","['Reparto', 'Reparto']","['Into the Woods', 'To Catch a Case']","NULL","tt13004540"
"Jorge Espinosa","NULL","['Reparto', 'Reparto']","['The Guerra Brothers', 'Into the Woods', 'Love Me Later']","NULL","tt13004540"
"Markus Evans","NULL","['Dirección de la segunda unidad o asistencia a dirección', 'Dirección', 'Guion']","['Bloody Teeth, Love Me Later', 'To Catch a Case']","['Athens International Monthly Art Film Festival 2024 Ganador Honorable Mention Best Feature Screenplay Bloody Teeth Compartido con: Shaqwane Yates', 'Toronto Independent Festival of CIFT 2021 Ganador April Award Best Comedy In A Short Love Me Later', 'Accord Cine Fest 2021 Ganador April Award Best Comedy Short (Jury Choice) Love Me Later', 'Global Monthly Online Film Competition 2021 Ganador June Award Best Romantic Film Love Me Later', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt13004540"
"Kayron Garnette","NULL","['Reparto', 'Reparto']","['Into the Woods']","NULL","tt13004540"
"Vishal","1977","['Reparto', 'Producción', 'Música']","['Irumbu Thirai', 'Mark Antony', 'Pandiya Naadu']","NULL","tt13131186"
"Arya","1980","['Reparto', 'Producción', 'Reparto']","['Sarpatta Parambarai', 'Arrambam', 'Naan Kadavul']","['Filmfare Awards South 2022 Nominado Filmfare Award - Tamil Film Industry Best Actor Sarpatta Parambarai 2022 Ganador Filmfare Award - Tamil Film Industry Best Actor: Critics Sarpatta Parambarai 2014 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor Arrambam 2011 Nominado Filmfare Award - Tamil Film Industry Best Actor Madrasapattinam 2010 Nominado Filmfare Award - Tamil Film Industry Best Actor Naan Kadavul 1 más', 'South Indian International Movie Awards 2022 Nominado SIIMA - Tamil Best Actor in a Leading Role Sarpatta Parambarai 2022 Ganador SIIMA - Tamil Best Actor: Critics Sarpatta Parambarai 2014 Ganador SIIMA - Tamil Best Actor in a Supporting Role Arrambam', 'Vijay Awards 2011 Nominado Jury Award Best Actor Madrasapattinam 2010 Nominado Jury Award Best Actor Naan Kadavul', 'Tamil Nadu State Film Awards, India 2013 Ganador Creative Award Best Actor Raja Rani', 'Nice International Film Festival 2022 Nominado Outstanding Leading Actor in a Foreign Language Film Best Lead Actor in a Foreign Language Feature Film Magamuni']","tt13131186"
"Mirnalini Ravi","1995","['Reparto', 'Reparto']","['Gaddalakonda Ganesh', 'Super Deluxe', 'Enemy']","NULL","tt13131186"
"Mamta Mohandas","1984","['Reparto', 'Música', 'Producción']","['King', 'Kadha Thudarunnu', 'Two Countries']","['Asianet Film Awards 2016 Ganador Asianet Comedy Award Best Actress Two Countries', 'Kerala State Film Awards 2011 Ganador Kerala State Film Award Second Best Actress Kadha Thudarunnu', 'Filmfare Awards South 2014 Nominado Filmfare Award - Malayalam Film Industry Best Actress Celluloid 2013 Nominado Filmfare Award - Malayalam Film Industry Best Actress Arike 2011 Ganador Filmfare Award - Malayalam Film Industry Best Actress Kadha Thudarunnu 2007 Ganador Filmfare Award - Telugu Film Industry Best Female Playback Singer Rakhi', 'South Indian International Movie Awards 2022 Nominado SIIMA - Malayalam Best Actress in a Leading Role Bhramam 2021 Nominado SIIMA - Malayalam Best Actress in a Leading Role Forensic', 'Vanitha Film Awards 2020 Ganador Vanitha Film Award Special Performance (Actress) Kodathi Samaksham Balan Vakeel 2016 Ganador Vanitha Film Award Best Star Pair Two Countries Compartido con: Dileep 2011 Ganador Vanitha Film Award Best Actress Kadha Thudarunnu']","tt13131186"
"Prakash Raj","1965","['Reparto', 'Producción', 'Dirección']","['Anniyan', 'Singham', 'K']","['Awards of the International Indian Film Academy 2012 Ganador Popular Award Best Performance by an Actor in a Negative Role Singham 2010 Nominado Popular Award Best Performance by an Actor in a Negative Role Wanted', 'Zee Cine Awards 2012 Ganador Critics Choice Award Best Villain Singham', 'National Film Awards, India 2008 Ganador Silver Lotus Award Best Actor Kanchivaram 2003 Ganador Silver Lotus Award Special Jury Award 1999 Ganador Special Mention Special Mention (Actor) Anthahpuram 1998 Ganador Silver Lotus Award Best Supporting Actor Iruvar', 'Apsara Film Producers Guild Awards 2012 Ganador Apsara Award Best Performance by an Actor in a Negative Role Singham', 'Filmfare Awards South 2022 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor Jai Bhim 2018 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Shatamanam Bhavati 2016 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor O Kadhal Kanmani 2015 Nominado Filmfare Award - Kannada Film Industry Best Director Un Samayal Arayil 2015 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Govindudu Andari Vaadele 15 más']","tt13131186"
"Thambi Ramaiah","1956","['Reparto', 'Dirección', 'Guion']","['Mynaa', 'Thani Oruvan', 'Kumki']","['National Film Awards, India 2011 Ganador Silver Lotus Award Best Supporting Actor Mynaa', 'Filmfare Awards South 2015 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor Kathai Thiraikathai Vasanam Iyakkam 2013 Ganador Filmfare Award - Tamil Film Industry Best Supporting Actor Kumki 2011 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor Mynaa', 'South Indian International Movie Awards 2015 Nominado SIIMA - Tamil Best Comic Actor Kathai Thiraikathai Vasanam Iyakkam 2013 Nominado SIIMA - Tamil Best Actor in a Supporting Role Saattai 2013 Ganador SIIMA - Tamil Best Comedian Kumki', 'Vijay Awards 2011 Ganador Jury Award Best Supporting Actor Mynaa', 'Edison Awards India 2016 Ganador Merit Award Best Character Actor Thani Oruvan']","tt13131186"
"Karunakaran","1981","['Reparto', 'Guion', 'Reparto']","['Ratsasan', 'Indru Netru Naalai', 'Maanaadu']","NULL","tt13131186"
"John Vijay","1976","['Reparto', 'Reparto']","['Salaar']","['South Indian International Movie Awards 2012 Nominado SIIMA - Tamil Best Performance by an Actor in a Negative Role Mouna Guru', 'Vijay Awards 2012 Nominado Jury Award Best Villain Mouna Guru', 'Screen Awards, IN 2015 Nominado Screen Award Best Ensemble Cast Dedh Ishqiya Compartido con: Naseeruddin Shah · Madhuri Dixit · Arshad Warsi · Huma Qureshi · Vijay Raaz · Bhuvan Arora · · ·', 'Bollywood Life Awards 2022 Nominado Bollywood Life - OTT Award Best Supporting Actor - Hindi and South Sarpatta Parambarai', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt13131186"
"George Maryan","1963","['Reparto', 'Reparto']","['Kaithi', 'Leo', 'Thadam']","['South Indian International Movie Awards 2020 Ganador SIIMA - Tamil Best Actor in a Supporting Role Kaithi', 'Ananda Vikatan Cinema Awards 2020 Ganador Ananda Vikatan Cinema Award Best Supporting Actor Kaithi', 'Zee Cine Awards Tamil 2020 Ganador Zee Tamil Cine Award Best Supporting Actor Kaithi', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt13131186"
"Massimo Lista","NULL","['Reparto', 'Producción', 'Reparto']","['Gearheads', 'Doppelganger', ""Devil's Night""]","NULL","tt2094825"
"Stuart Stone","1980","['Reparto', 'Guion', 'Producción']","['Donnie Darko', 'Vandits', 'Faking a Murderer']","NULL","tt2094825"
"Emily Peachey","1990","['Reparto', 'Equipos adicionales', 'Reparto']","['Bajo la misma estrella', 'American pastoral (Pastoral americana', 'Sin salida']","NULL","tt2094825"
"Alanna Janell","NULL","['Reparto', 'Reparto']","['El último cazador de brujas', 'A Resurrection', 'Los que matan']","NULL","tt2094825"
"Jack Davis","NULL","['Reparto', 'Producción', 'Equipos adicionales']","['The Chop', 'The Other Side', 'Demon Tongue']","NULL","tt2094825"
"Sean Derry","NULL","['Reparto', 'Reparto']","['Imparable', 'Riddle', 'A Resurrection']","NULL","tt2094825"
"Jeffrey Carpenter","NULL","['Reparto', 'Arte', 'Producción']","['Gearheads', 'In Service', 'Progression']","NULL","tt2094825"
"Joe Cheeta","NULL","['Reparto', 'Reparto']","['Gearheads']","NULL","tt2094825"
"Isabel Tolosa","NULL","['Reparto', 'Reparto']","['La ola de crímenes']","NULL","tt10048408"
"Rocío Segura","NULL","['Reparto', 'Reparto']","['La ola de crímenes']","NULL","tt10048408"
"Sarabel Delgado","NULL","['Reparto', 'Reparto']","['La ola de crímenes']","NULL","tt10048408"
"Gema de Medina","NULL","['Reparto', 'Reparto']","['Así como en la lluvia', 'La ola de crímenes', 'Plantados']","NULL","tt10048408"
"Imanol Pérez","NULL","['Reparto', 'Reparto']","['La ola de crímenes']","NULL","tt10048408"
"Nacho Navarro","NULL","['Reparto', 'Reparto']","['La ola de crímenes', 'La Semana Santa velada']","NULL","tt10048408"
"Isabel Cuesta","NULL","['Reparto', 'Reparto']","['La ola de crímenes']","NULL","tt10048408"
"Máximo Saz","NULL","['Reparto', 'Reparto']","['La ola de crímenes']","NULL","tt10048408"
"Miriam Pons","NULL","['Reparto', 'Reparto']","['La ola de crímenes', 'Anima']","NULL","tt10048408"
"Vincent Lindon","1959","['Reparto', 'Guion', 'Producción']","['Titane', 'La ley del mercado', 'El odio']","['Cannes Film Festival 2015 Ganador Best Actor La ley del mercado', 'César Awards, France 2016 Ganador César Best Actor (Meilleur acteur) La ley del mercado 2013 Nominado César Best Actor (Meilleur acteur) Algunas horas de primavera 2010 Nominado César Best Actor (Meilleur acteur) Welcome 2008 Nominado César Best Actor (Meilleur acteur) Los que se quedan 2000 Nominado César Best Actor (Meilleur acteur) Mi pequeño negocio 1 más', 'European Film Awards 2021 Nominado European Film Award European Actor Titane 2015 Nominado European Film Award European Actor La ley del mercado', 'Florida Film Critics Circle Awards 2021 Nominado FFCC Award Best Supporting Actor Titane', 'Italian National Syndicate of Film Journalists 2010 Ganador European Silver Ribbon Welcome']","tt10944760"
"Agathe Rousselle","1988","['Reparto', 'Guion', 'Reparto']","['Titane', 'Stranger', 'How to Make Gravy']","['César Awards, France 2022 Nominado César Most Promising Actress (Meilleur espoir féminin) Titane', 'Chicago Film Critics Association Awards 2021 Nominado CFCA Award Best Actress Titane', 'European Film Awards 2021 Nominado European Film Award European Actress Titane', 'Online Film Critics Society Awards 2022 Nominado OFCS Award Best Actress Titane', 'Palm Springs International Film Festival 2022 Ganador FIPRESCI Prize Best Actress Titane ""For her audacious and earthy physical performance that expresses a deep sense of yearning and rage, the jury awards Agathe Rousselle in Titane the Best Actress Prize.""']","tt10944760"
"Garance Marillier","1998","['Reparto', 'Reparto']","['Crudo', 'Titane', 'Ad Vitam']","['César Awards, France 2018 Nominado César Most Promising Actress (Meilleur jeune espoir féminin) Crudo', 'Dublin Film Critics Circle Awards 2017 Nominado DFCC Best Actress Crudo 6th place', ""L'Association des Critiques de Séries 2019 Ganador A.C.S. Award Best Actress Ad Vitam"", 'New Mexico Film Critics 2017 Ganador NMFC Award Best Young Actor/Actress Crudo', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt10944760"
"Laïs Salameh","NULL","['Reparto', 'Reparto']","['Titane', 'Le rêve de Mila', 'Skam France']","NULL","tt10944760"
"Mara Cisse","NULL","['Reparto', 'Dirección', 'Guion']","['Titane', 'Oh les batards!', 'Hors Jeux']","NULL","tt10944760"
"Marin Judas","NULL","['Reparto', 'Reparto']","['Titane', 'Mortal', 'De vuelta a la realidad']","NULL","tt10944760"
"Diong-Kéba Tacu","NULL","['Reparto', 'Reparto']","['Titane', 'Syndrome E (Serie de TV', 'Especiales']","NULL","tt10944760"
"Myriem Akheddiou","1978","['Reparto', 'Reparto']","['Titane', 'El niño de la bicicleta', 'Dos días, una noche']","NULL","tt10944760"
"Bertrand Bonello","1968","['Guion', 'Dirección', 'Composición']","['Nocturama', 'Casa de tolerancia', 'The Beast (La bestia']","['Berlin International Film Festival 2022 Nominado Encounters Award Coma 2022 Ganador FIPRESCI Prize Encounters Coma', ""Cannes Film Festival 2019 Nominado Queer Palm Zombi child 2014 Nominado Palme d'Or Saint Laurent 2014 Nominado Queer Palm Saint Laurent 2011 Nominado Palme d'Or Casa de tolerancia 2008 Nominado C.I.C.A.E. Award De la guerre 2 más"", 'Sitges - Catalonian International Film Festival 2019 Nominado New Visions Award Best Motion Picture Zombi child', 'César Awards, France 2015 Nominado César Best Director (Meilleur réalisateur) Saint Laurent 2015 Nominado César Best Film (Meilleur film) Saint Laurent Compartido con: Eric Altmayer · Nicolas Altmayer · Christophe Lambert 2012 Nominado César Best Original Music (Meilleure musique originale) Casa de tolerancia', 'Chicago International Film Festival 2005 Nominado Gold Hugo Best Short Film Cindy: The Doll Is Mine']","tt10944760"
"David Lipper","1969","['Reparto', 'Producción', 'Dirección']","[""Un pueblo llamado Dante's Peak"", 'La última sesión de Freud', 'Reboot Camp']","['Another Hole in the Head Genre Film Festival 2023 Ganador Audience Award Best Drama Feature Place of Bones Compartido con: Audrey Cummings · Eric Gozlan · Robert A. Daly Jr. · Denise Loren · Kipp Tribble', 'Oregon International Film Awards, US 2016 Ganador Festival Award Best Narrative Feature The Unwilling Compartido con: Jonathan Heap · Julia Verdin · Philip Morton', 'Edmonton Festival Of Fear International Film Festival 2017 Ganador Best Actor The Unwilling 2017 Ganador Best Actor Best Actor Feature Length Film The Unwilling', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt11111286"
"David Koechner","1962","['Reparto', 'Guion', 'Producción']","['El reportero: La leyenda de Ron Burgundy', 'Los amos de la noticia', 'Superagente 86 de película']","[""MTV Movie + TV Awards 2014 Nominado MTV Movie Award Best Fight Los amos de la noticia The news team reassembles for an epic battle between Will Ferrell, Paul Rudd, David Koechner and Steve Carell vs. James Marsden vs. Sacha Baron Cohen vs. Kanye West vs. Tina Fey and Amy Poehler vs. Jim Carrey and Marion Cotillard vs. Will Smith vs. Liam Neeson and John C. Reilly vs. Greg Kinnear. Compartido con: Will Ferrell · Paul Rudd · Steve Carell · James Marsden · Sacha Baron Cohen · Ye · Tina Fey · Amy Poehler · · · · · · 2014 Nominado MTV Movie Award Best WTF Moment Los amos de la noticia The Channel 4 News Team's afternoon is no longer a delight as their speeding van filled with bowling balls, scorpions and hot oil takes a tumble on the highway. Compartido con: Steve Carell · Will Ferrell · Paul Rudd 2005 Nominado MTV Movie Award Best On-Screen Team El reportero: La leyenda de Ron Burgundy Compartido con: Will Ferrell · Paul Rudd · Steve Carell"", 'New York Television Festival 2015 Ganador Independent Pilot Competition Best Actor The Parker Tribe', 'Fright Meter Awards 2014 Nominado Fright Meter Award Best Supporting Actor Juegos sucios', 'Idyllwild International Festival of Cinema 2020 Nominado IIFC Award Best Ensemble Cast Feature Film Faith Ba$ed Compartido con: Luke Barnett · Tanner Thomason · Jason Alexander · Lance Reddick · Margaret Cho · Christoph Sanders · · ·', 'CinEuphoria Awards 2014 Ganador CinEuphoria Best Ensemble - International Competition Juegos sucios Compartido con: Ethan Embry · Pat Healy · Sara Paxton']","tt11111286"
"Lindsey Shaw","1989","['Reparto', 'Producción', 'Equipos adicionales']","['16-Love', '10 razones para odiarte', 'La hora 11']","NULL","tt11111286"
